,Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
2072,31.0,IBU,1622,American Pale Ale (APA),359,,Jam Session,,,
883,85.0,IBU,1334,American Double / Imperial IPA,356,Dreamin' Double IPA,,,,
4618,30.0,IBU,1356,Tripel,356,Monk from the 'Yunk,,,,
3093,21.0,IBU,1625,Belgian Pale Ale,356,Belgian Style Session Ale,,,,
1253,75.0,IBU,1384,American IPA,355,Elephant Rock IPA,,,,
1280,55.0,IBU,1550,American IPA,351,Charlie in the Rye,,,,
4122,22.0,IBU,1645,Märzen / Oktoberfest,351,Westfield Octoberfest,,,,
415,77.0,IBU,1646,American Black Ale,350,,Catch 23,,,
1300,85.0,IBU,1648,American IPA,350,,Lucky Day IPA,,,
894,99.0,IBU,1647,American Double / Imperial IPA,350,,Terrace Hill Double IPA,,,
1304,88.0,IBU,1673,American IPA,346,Manzanita IPA,,,,
896,93.0,IBU,1674,American Double / Imperial IPA,346,Chaotic Double IPA,,,,
2077,44.0,IBU,1670,American Pale Ale (APA),346,Manzanita Pale Ale,,,,
539,25.0,IBU,1672,American Blonde Ale,346,Riverwalk Blonde Ale,,,,
731,49.0,IBU,1671,American Brown Ale,346,Gillespie Brown Ale,,,,
1305,95.0,IBU,1675,American IPA,345,Madra Allta,,,,
1238,70.0,IBU,1249,American IPA,345,Duluchan India Pale Ale,,,,
1306,135.0,IBU,1676,American IPA,344,Troopers Alley IPA,,,,
2046,55.0,IBU,1270,American Pale Ale (APA),343,Capital Trail Pale Ale,,,,
1307,70.0,IBU,1677,American IPA,343,,The Great Return,,,
3376,23.0,IBU,1348,Czech Pilsener,342,KelSo Pilsner,,,,
1284,64.0,IBU,1572,American IPA,342,KelSo India Pale Ale,,,,
1309,64.0,IBU,1685,American IPA,340,Category 3 IPA,,,,
1314,69.0,IBU,1697,American IPA,339,,Be Hoppy IPA,,,
2030,29.0,IBU,1145,American Pale Ale (APA),337,Cardinal Pale Ale,,,,
1221,65.0,IBU,1148,American IPA,337,Nebraska India Pale Ale,,,,
733,26.0,IBU,1711,American Brown Ale,336,Moose Drool Brown Ale,,,,
2516,35.0,IBU,766,American Pale Wheat Ale,336,Montana Trout Slayer Ale (2012),,,,
3551,40.0,IBU,159,English Pale Ale,336,Scape Goat Pale Ale (2010),,,,
3582,60.0,IBU,1456,English Strong Ale,336,Powder Hound Winter Ale,,,,
2553,35.0,IBU,1712,American Pale Wheat Ale,336,Montana Trout Slayer Ale,,,,
686,26.0,IBU,34,American Brown Ale,336,Moose Drool Brown Ale (2009),,,,
2494,35.0,IBU,35,American Pale Wheat Ale,336,Montana Trout Slayer Ale (2009),,,,
1318,65.0,IBU,1714,American IPA,336,Big Sky IPA,,,,
1141,65.0,IBU,579,American IPA,336,Big Sky IPA (2012),,,,
704,26.0,IBU,767,American Brown Ale,336,Moose Drool Brown Ale (2011),,,,
3556,40.0,IBU,1713,English Pale Ale,336,Scape Goat Pale Ale,,,,
2083,32.0,IBU,1722,American Pale Ale (APA),335,Iron Horse Pale Ale,,,,
1261,70.0,IBU,1434,American IPA,335,Wood Chipper India Pale Ale,,,,
1161,100.0,IBU,664,American IPA,332,,Elevated IPA,,,
153,37.0,IBU,1746,American Amber / Red Ale,330,Dead Armadillo Amber Ale,,,,
418,46.0,IBU,1747,American Black Ale,329,,Bronx Black Pale Ale,,,
2014,50.0,IBU,1037,American Pale Ale (APA),329,,Bronx Pale Ale,,,
1323,45.0,IBU,1749,American IPA,328,Just IPA,,,,
4120,24.0,IBU,1617,Märzen / Oktoberfest,326,Morgan Street Oktoberfest,,,,
4525,24.0,IBU,1051,Schwarzbier,326,Black Bear Dark Lager,,,,
3769,35.0,IBU,1046,German Pilsener,326,Golden Pilsner,,,,
2086,31.0,IBU,1759,American Pale Ale (APA),324,Pisgah Pale Ale,,,,
1329,51.0,IBU,1760,American IPA,324,GreyBeard™ IPA,,,,
1049,85.0,IBU,1488,American Double / Imperial Pilsner,322,Pilzilla,,,,
1290,85.0,IBU,1603,American IPA,322,Good Vibes IPA,,,,
734,31.0,IBU,1730,American Brown Ale,322,Wynona's Big Brown Ale,,,,
4621,25.0,IBU,1770,Tripel,322,Voodoo Love Child,,,,
3147,25.0,IBU,1729,Belgian Strong Pale Ale,322,Gran Met,,,,
4738,23.0,IBU,1769,Witbier,322,White Magick of the Sun,,,,
2075,60.0,IBU,1654,American Pale Ale (APA),321,,Hop Bomber Rye Pale Ale,,,
1331,55.0,IBU,1771,American IPA,321,,Lil SIPA,,,
1332,60.0,IBU,1772,American IPA,320,,Jacaranada Rye IPA,,,
147,45.0,IBU,1643,American Amber / Red Ale,318,Banner American Ale,,,,
3679,24.0,IBU,1491,Fruit / Vegetable Beer,314,,Sweet Potato Ale,,,
2747,25.0,IBU,847,American Porter,314,,Old Tom Porter,,,
1123,70.0,IBU,479,American IPA,314,,Missouri Mule India Pale Ale,,,
156,39.0,IBU,1792,American Amber / Red Ale,313,Iron Butt Red Ale,,,,
1291,92.0,IBU,1609,American IPA,313,Initial Point India Pale Ale,,,,
2090,37.0,IBU,1793,American Pale Ale (APA),312,Thunder Ann,,,,
1338,72.0,IBU,1795,American IPA,311,,Filthy Hoppin' IPA,,,
1181,100.0,IBU,879,American IPA,309,Dagger Falls IPA,,,,
1288,100.0,IBU,1595,American IPA,309,Dagger Falls IPA,,,,
1289,100.0,IBU,1596,American IPA,309,Dagger Falls IPA,,,,
2955,90.0,IBU,995,American Strong Ale,309,,Winterfest,,,
2031,32.0,IBU,1151,American Pale Ale (APA),309,Hell-Diver Pale Ale,,,,
391,100.0,IBU,1160,American Barleywine,309,Old Devil's Tooth,,,,
3968,21.0,IBU,1800,Irish Red Ale,308,Rollin Dirty Red Ale,,,,
2554,28.0,IBU,1799,American Pale Wheat Ale,308,Are Wheat There Yet?,,,,
1339,60.0,IBU,1801,American IPA,308,Last Stop IPA,,,,
705,25.0,IBU,775,American Brown Ale,307,Mutton Buster,,,,
1208,65.0,IBU,1048,American IPA,307,Outlaw IPA,,,,
2003,35.0,IBU,890,American Pale Ale (APA),307,Payette Pale Ale,,,,
2091,35.0,IBU,1805,American Pale Ale (APA),307,Rodeo Rye Pale Ale,,,,
901,108.0,IBU,1806,American Double / Imperial IPA,306,,Hoptopus Double IPA,,,
902,80.0,IBU,1812,American Double / Imperial IPA,304,Quarter Mile Double IPA,,,,
904,75.0,IBU,1825,American Double / Imperial IPA,302,Squatters Hop Rising Double IPA,,,,
897,75.0,IBU,1680,American Double / Imperial IPA,302,Squatters Hop Rising Double IPA (2014),,,,
725,65.0,IBU,1487,American Brown Ale,301,,Falling Down Brown Ale,,,
1297,45.0,IBU,1629,American IPA,300,,Rebel IPA,,,
4649,30.0,IBU,1143,Vienna Lager,300,Boston Lager,,,,
4653,30.0,IBU,1310,Vienna Lager,300,Boston Lager,,,,
4654,30.0,IBU,1349,Vienna Lager,300,,Boston Lager,,,
1218,60.0,IBU,1135,American IPA,299,,Our Legacy IPA,,,
1344,60.0,IBU,1831,American IPA,299,Our Legacy IPA,,,,
151,42.0,IBU,1688,American Amber / Red Ale,298,American Hero,,,,
1310,75.0,IBU,1686,American IPA,298,Irregardless IPA,,,,
2901,40.0,IBU,1832,American Stout,298,Adam's Stout,,,,
4442,25.0,IBU,1835,Saison / Farmhouse Ale,297,Provision,,,,
1345,45.0,IBU,1833,American IPA,297,Hop Farm IPA,,,,
736,28.0,IBU,1834,American Brown Ale,297,One Nut Brown,,,,
4345,30.0,IBU,1838,Radler,296,Hefe Lemon,,,,
3880,30.0,IBU,1837,Hefeweizen,296,Hefe Black,,,,
3879,30.0,IBU,1836,Hefeweizen,296,Widmer Brothers Hefeweizen,,,,
1346,50.0,IBU,1844,American IPA,295,Wachusett IPA,,,,
1347,55.0,IBU,1845,American IPA,295,Green Monsta IPA,,,,
884,85.0,IBU,1418,American Double / Imperial IPA,295,Larry Imperial IPA,,,,
1348,37.0,IBU,1846,American IPA,295,Wachusett Light IPA,,,,
1207,37.0,IBU,1029,American IPA,295,Wachusett Light IPA (2013),,,,
1146,55.0,IBU,618,American IPA,295,Green Monsta IPA,,,,
2773,45.0,IBU,1849,American Porter,294,American Red Porter,,,,
2960,83.0,IBU,1850,American Strong Ale,294,American India Red Ale,,,,
4443,34.0,IBU,1848,Saison / Farmhouse Ale,294,American Red Saison,,,,
158,44.0,IBU,1847,American Amber / Red Ale,294,Colorado Red Ale,,,,
1943,28.0,IBU,183,American Pale Ale (APA),292,Pamola Xtra Pale Ale,,,,
1095,69.0,IBU,182,American IPA,292,Stowaway IPA,,,,
3878,42.0,IBU,1778,Hefeweizen,292,,On the Count of 3 (2015),,,
96,35.0,IBU,533,American Amber / Red Ale,292,Amber Road,,,,
1351,87.0,IBU,1856,American IPA,291,IPA & a Half,,,,
4645,33.0,IBU,736,Vienna Lager,291,Ornery Amber Lager (2003),,,,
1352,67.0,IBU,1857,American IPA,290,Supergoose IPA,,,,
1353,66.0,IBU,1867,American IPA,288,Saint Archer IPA,,,,
4011,22.0,IBU,1864,Kölsch,288,Saint Archer Blonde,,,,
2098,40.0,IBU,1865,American Pale Ale (APA),288,Saint Archer Pale Ale,,,,
1354,73.0,IBU,1874,American IPA,287,El Chingon IPA,,,,
2775,40.0,IBU,1873,American Porter,287,Block Party Robust Porter,,,,
2099,43.0,IBU,1875,American Pale Ale (APA),286,Naked Pig Pale Ale,,,,
135,24.0,IBU,1272,American Amber / Red Ale,284,,Louie's Demise Amber Ale,,,
1211,51.0,IBU,1080,American IPA,284,,Hop Happy,,,
905,80.0,IBU,1884,American Double / Imperial IPA,284,,Hop Freak,,,
83,24.0,IBU,171,American Amber / Red Ale,284,,Louie’s Demise Immort-Ale (2010),,,
1355,44.0,IBU,1886,American IPA,283,Thrasher Session India Pale Ale,,,,
1356,30.0,IBU,1891,American IPA,281,,Longhop IPA,,,
3952,34.0,IBU,1890,Irish Dry Stout,281,,Lucky Buck,,,
3053,65.0,IBU,1895,Belgian IPA,280,,Groupe G,,,
907,77.0,IBU,1893,American Double / Imperial IPA,280,,Hill 88 Double IPA,,,
2439,40.0,IBU,1894,American Pale Lager,280,,Pt. Bonita Rustic Lager,,,
3528,40.0,IBU,1900,English India Pale Ale (IPA),278,Lost Sailor IPA,,,,
1979,45.0,IBU,728,American Pale Ale (APA),277,Day Tripper Pale Ale,,,,
399,80.0,IBU,729,American Black Ale,277,Midnight Ryder,,,,
1359,90.0,IBU,1903,American IPA,277,Let It Ride IPA,,,,
4687,22.0,IBU,1691,Winter Warmer,277,Stir Crazy Winter Ale,,,,
2533,27.0,IBU,1115,American Pale Wheat Ale,277,Shenanigans Summer Ale,,,,
3616,49.0,IBU,1906,Extra Special / Strong Bitter (ESB),276,Driftwood Ale,,,,
548,28.0,IBU,1907,American Blonde Ale,276,Montauk Summer Ale,,,,
2988,45.0,IBU,1908,American White IPA,275,Fresh Slice White IPA,,,,
1361,50.0,IBU,1912,American IPA,273,40 Mile IPA,,,,
3969,22.0,IBU,1913,Irish Red Ale,273,Hydraulion Red,,,,
873,120.0,IBU,1111,American Double / Imperial IPA,272,,Heady Topper,,,
846,120.0,IBU,379,American Double / Imperial IPA,272,,Heady Topper,,,
2104,40.0,IBU,1921,American Pale Ale (APA),270,Freeride APA,,,,
2105,49.0,IBU,1923,American Pale Ale (APA),269,Commotion APA,,,,
162,30.0,IBU,1924,American Amber / Red Ale,268,Long Trail Ale,,,,
3529,42.0,IBU,1926,English India Pale Ale (IPA),268,Long Trail IPA,,,,
8,33.0,IBU,1090,Altbier,268,,Double Bag,,,
5,30.0,IBU,573,Altbier,268,Long Trail Ale (1),,,,
163,35.0,IBU,1928,American Amber / Red Ale,267,,Cape Cod Red,,,
2557,61.0,IBU,1930,American Pale Wheat Ale,266,Summer Session Ale,,,,
164,30.0,IBU,1936,American Amber / Red Ale,265,Farmer's Tan Red Ale,,,,
1365,72.0,IBU,1938,American IPA,265,Almanac IPA,,,,
3602,58.0,IBU,68,Extra Special / Strong Bitter (ESB),264,ESB Special Ale,,,,
1083,65.0,IBU,67,American IPA,264,Modus Hoperandi,,,,
1277,65.0,IBU,1521,American IPA,264,Modus Hoperandi,,,,
2107,55.0,IBU,1946,American Pale Ale (APA),261,Overgrown American Pale Ale,,,,
2108,39.0,IBU,1961,American Pale Ale (APA),259,Ozark American Pale Ale,,,,
3784,48.0,IBU,1963,German Pilsener,258,Wonderstuff,,,,
4528,28.0,IBU,1964,Schwarzbier,258,Stargrazer,,,,
3213,55.0,IBU,1966,California Common / Steam Beer,258,Wagon Party,,,,
1370,70.0,IBU,1965,American IPA,258,Sky-Five,,,,
1371,40.0,IBU,1971,American IPA,257,,Texas Pale Ale (TPA),,,
4013,22.0,IBU,1969,Kölsch,257,,Kol' Beer,,,
416,80.0,IBU,1664,American Black Ale,256,,Sobek & Set,,,
117,72.0,IBU,935,American Amber / Red Ale,256,,Fascist Pig Ale,,,
2550,22.0,IBU,1662,American Pale Wheat Ale,256,,Wet Hot American Wheat Ale,,,
1281,69.0,IBU,1556,American IPA,253,Batch 69 IPA,,,,
912,88.0,IBU,2002,American Double / Imperial IPA,252,,Giant DIPA,,,
1378,60.0,IBU,2005,American IPA,251,Barrio Blanco,,,,
2112,30.0,IBU,2017,American Pale Ale (APA),250,,Pail Ale,,,
1383,40.0,IBU,2026,American IPA,248,Pursuit,,,,
1384,65.0,IBU,2029,American IPA,247,Tropicalia,,,,
3096,35.0,IBU,2031,Belgian Pale Ale,246,Golden Fleece,,,,
2779,30.0,IBU,2030,American Porter,246,Smoking Mirror,,,,
3097,31.0,IBU,2032,Belgian Pale Ale,245,Ballistic Blonde,,,,
3785,30.0,IBU,2036,German Pilsener,244,,Getaway,,,
4429,30.0,IBU,1168,Saison / Farmhouse Ale,244,,Farm Girl Saison,,,
1386,75.0,IBU,2038,American IPA,242,Infamous IPA,,,,
552,30.0,IBU,2042,American Blonde Ale,241,Kadigan,,,,
167,50.0,IBU,2041,American Amber / Red Ale,241,Dammit Jim!,,,,
1299,92.0,IBU,1641,American IPA,240,,Better Weather IPA,,,
1256,65.0,IBU,1399,American IPA,240,,Heal the Bay IPA,,,
1244,60.0,IBU,1296,American IPA,240,Point the Way IPA,,,,
1268,60.0,IBU,1490,American IPA,240,,Point the Way IPA,,,
4445,35.0,IBU,1960,Saison / Farmhouse Ale,240,Saison Pamplemousse,,,,
1167,70.0,IBU,750,American IPA,240,,Burning Bush Smoked IPA,,,
1166,70.0,IBU,749,American IPA,240,,Wolf Among Weeds IPA (2012),,,
1137,60.0,IBU,549,American IPA,240,,Point the Way IPA (2012),,,
2443,75.0,IBU,2045,American Pale Lager,240,,Might As Well IPL,,,
1333,74.0,IBU,1777,American IPA,240,,2020 IPA,,,
1315,70.0,IBU,1698,American IPA,240,,Wolf Among Weeds IPA,,,
2696,23.0,IBU,1469,American Pilsner,239,Tiny Bomb,,,,
1265,61.0,IBU,1470,American IPA,239,Ananda India Pale Ale,,,,
3323,35.0,IBU,2050,Cream Ale,238,Cream Ale,,,,
2113,45.0,IBU,2051,American Pale Ale (APA),237,Bravo Four Point,,,,
2037,26.0,IBU,1201,American Pale Ale (APA),237,Striped Bass Pale Ale,,,,
1364,65.0,IBU,1933,American IPA,236,Missile IPA,,,,
2905,45.0,IBU,2056,American Stout,236,Black Me Stout,,,,
4016,22.0,IBU,2055,Kölsch,236,Killer Kolsch,,,,
4113,30.0,IBU,1313,Märzen / Oktoberfest,234,Harpoon Octoberfest,,,,
1251,42.0,IBU,1379,American IPA,234,Harpoon IPA,,,,
1091,42.0,IBU,126,American IPA,234,Harpoon IPA (2010),,,,
4000,28.0,IBU,1380,Kölsch,234,Harpoon Summer Beer,,,,
3985,28.0,IBU,192,Kölsch,234,Harpoon Summer Beer (2010),,,,
3993,28.0,IBU,769,Kölsch,234,Harpoon Summer Beer (2012),,,,
1171,42.0,IBU,770,American IPA,234,Harpoon IPA (2012),,,,
2984,45.0,IBU,1653,American White IPA,234,The Long Thaw White IPA,,,,
1960,50.0,IBU,469,American Pale Ale (APA),233,Fox Tail Gluten Free Ale,,,,
852,90.0,IBU,468,American Double / Imperial IPA,233,Hop Box Imperial IPA,,,,
917,130.0,IBU,2067,American Double / Imperial IPA,230,,Dead-Eye DIPA,,,
3786,35.0,IBU,2065,German Pilsener,230,Fisherman's Pils,,,,
1389,64.0,IBU,2066,American IPA,230,Fisherman's IPA,,,,
4308,43.0,IBU,2068,Pumpkin Ale,230,,Imperial Pumpkin Stout,,,
168,30.0,IBU,2064,American Amber / Red Ale,230,Fisherman's Brew,,,,
169,26.0,IBU,2075,American Amber / Red Ale,228,Cedar Point,,,,
1391,50.0,IBU,2077,American IPA,228,No Wake IPA,,,,
866,115.0,IBU,851,American Double / Imperial IPA,227,On the Wings of Armageddon,,,,
1096,80.0,IBU,186,American IPA,227,The Corruption,,,,
2961,69.0,IBU,2080,American Strong Ale,226,,8 Barrel,,,
4126,40.0,IBU,2079,Märzen / Oktoberfest,226,,Oktoberfest,,,
1392,80.0,IBU,2088,American IPA,224,,Hop Stalker Fresh Hop IPA,,,
2117,55.0,IBU,2089,American Pale Ale (APA),224,Trail Head,,,,
699,24.0,IBU,586,American Brown Ale,223,Kodiak Brown Ale,,,,
1342,61.0,IBU,1814,American IPA,223,Pleasure Town IPA,,,,
1394,61.0,IBU,2093,American IPA,223,Pleasure Town,,,,
1118,70.0,IBU,434,American IPA,223,Sockeye Red IPA,,,,
423,100.0,IBU,2094,American Black Ale,222,,Epitome,,,
1262,35.0,IBU,1439,American IPA,222,Boat Beer,,,,
910,80.0,IBU,1940,American Double / Imperial IPA,222,,077XX,,,
170,38.0,IBU,2095,American Amber / Red Ale,221,Wavemaker,,,,
1395,81.0,IBU,2096,American IPA,221,Arcus IPA,,,,
125,85.0,IBU,1067,American Amber / Red Ale,220,,Disconnected Red,,,
900,104.0,IBU,1762,American Double / Imperial IPA,220,Hemlock Double IPA,,,,
1243,80.0,IBU,1289,American IPA,219,Bozone HopZone IPA,,,,
2782,52.0,IBU,2107,American Porter,219,Plum St. Porter,,,,
2766,52.0,IBU,1573,American Porter,219,Plum St. Porter,,,,
3872,25.0,IBU,1288,Hefeweizen,219,Bozone Hefe Weizen,,,,
1255,66.0,IBU,1396,American IPA,218,Laughing Dog IPA,,,,
1397,65.0,IBU,2110,American IPA,217,1916 Shore Shiver,,,,
739,23.0,IBU,2118,American Brown Ale,215,Battle LIne,,,,
3531,69.0,IBU,2116,English India Pale Ale (IPA),215,Brutus,,,,
4453,35.0,IBU,2119,Saison / Farmhouse Ale,215,First Stand,,,,
919,118.0,IBU,2123,American Double / Imperial IPA,214,,More Cowbell,,,
554,40.0,IBU,2125,American Blonde Ale,214,1836,,,,
2118,35.0,IBU,2126,American Pale Ale (APA),213,Lakefire Rye Pale Ale,,,,
3486,21.0,IBU,2127,English Brown Ale,213,Sir William's English Brown Ale,,,,
2561,21.0,IBU,2129,American Pale Wheat Ale,213,Monarch Classic American Wheat,,,,
1400,60.0,IBU,2148,American IPA,211,#002 American I.P.A.,,,,
1399,38.0,IBU,2146,American IPA,211,#004 Session I.P.A.,,,,
2120,50.0,IBU,2156,American Pale Ale (APA),209,,Oneida,,,
1402,75.0,IBU,2157,American IPA,209,,Booming Rollers,,,
4440,30.0,IBU,1495,Saison / Farmhouse Ale,209,,Lomaland,,,
2546,46.0,IBU,1494,American Pale Wheat Ale,209,,Fortunate Islands,,,
2892,40.0,IBU,1493,American Stout,209,,Black House,,,
1404,85.0,IBU,2159,American IPA,209,,City of the Sun,,,
175,75.0,IBU,2154,American Amber / Red Ale,209,,Aurora ,,,
143,115.0,IBU,1492,American Amber / Red Ale,209,,Blazing World,,,
3419,24.0,IBU,2162,Doppelbock,208,Lewbricator Wheat Dopplebock ,,,,
176,40.0,IBU,2167,American Amber / Red Ale,207,Evil Owl,,,,
1102,97.0,IBU,318,American IPA,206,,Vortex IPA,,,
1406,62.0,IBU,2168,American IPA,205,Amazon Princess IPA,,,,
1408,77.0,IBU,2175,American IPA,205,Mound Builder IPA,,,,
556,22.0,IBU,2184,American Blonde Ale,203,Humpback Blonde Ale,,,,
177,23.0,IBU,2177,American Amber / Red Ale,203,Volcano Red Ale,,,,
1409,75.0,IBU,2185,American IPA,203,Tsunami IPA,,,,
2786,27.0,IBU,2178,American Porter,203,Hawaiian Crow Porter,,,,
1410,75.0,IBU,2186,American IPA,203,,,,,Tsunami IPA
2121,42.0,IBU,2176,American Pale Ale (APA),203,Mauna Kea Pale Ale,,,,
