,Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
1411,50.0,IBU,2190,American IPA,202,,Campside Session IPA,,,
178,53.0,IBU,2191,American Amber / Red Ale,201,,Loki Red Ale,,,
113,53.0,IBU,895,American Amber / Red Ale,201,,Loki Red Ale (2013),,,
890,30.0,IBU,1513,American Double / Imperial IPA,199,Lights Out Vanilla Cream Extra Stout,,,,
4005,25.0,IBU,1514,Kölsch,199,Easy Day Kolsch,,,,
2063,50.0,IBU,1511,American Pale Ale (APA),199,Worthy Pale,,,,
1412,69.0,IBU,2194,American IPA,199,Worthy IPA,,,,
1274,69.0,IBU,1512,American IPA,199,Worthy IPA (2013),,,,
1127,90.0,IBU,499,American IPA,198,Alphadelic IPA (2011),,,,
2958,60.0,IBU,1605,American Strong Ale,198,Festeroo Winter Ale,,,,
1250,90.0,IBU,1353,American IPA,198,Alphadelic IPA,,,,
1279,70.0,IBU,1543,American IPA,198,Proxima IPA,,,,
1413,55.0,IBU,2198,American IPA,196,Goose Island India Pale Ale,,,,
2124,40.0,IBU,2205,American Pale Ale (APA),194,Mountain Rescue Pale Ale,,,,
1227,70.0,IBU,1177,American IPA,192,Mutiny IPA,,,,
4655,28.0,IBU,2226,Vienna Lager,192,Wisconsin Amber,,,,
425,80.0,IBU,2227,American Black Ale,192,Dark Voyage Black IPA (2013),,,,
1369,55.0,IBU,1954,American IPA,192,Ghost Ship White IPA,,,,
1112,60.0,IBU,393,American IPA,191,Pako’s EyePA,,,,
3474,22.0,IBU,407,English Brown Ale,191,OB-1 Organic Ale,,,,
3648,36.0,IBU,617,Foreign / Export Stout,191,Zonker Stout,,,,
1954,32.0,IBU,402,American Pale Ale (APA),191,Snake River Pale Ale,,,,
2070,55.0,IBU,1606,American Pale Ale (APA),191,Snow King Pale Ale,,,,
1302,48.0,IBU,1661,American IPA,190,Trailhead ISA,,,,
94,27.0,IBU,518,American Amber / Red Ale,190,Immersion Amber Ale (2011),,,,
1128,70.0,IBU,505,American IPA,190,Evolutionary IPA (2011),,,,
1419,41.0,IBU,2235,American IPA,190,Day Hike Session,,,,
1224,70.0,IBU,1173,American IPA,190,Evolutionary IPA (2012),,,,
1125,48.0,IBU,482,American IPA,190,Trailhead India Style Session Ale (2011),,,,
149,27.0,IBU,1660,American Amber / Red Ale,190,Immersion Amber,,,,
1301,70.0,IBU,1659,American IPA,190,Evo IPA,,,,
1965,36.0,IBU,560,American Pale Ale (APA),190,Persnickety Pale,,,,
1415,70.0,IBU,2208,American IPA,188,Lil' Helper,,,,
560,21.0,IBU,2237,American Blonde Ale,188,Towhead,,,,
3468,27.0,IBU,2071,English Bitter,184,London Homesick Ale,,,,
2116,35.0,IBU,2069,American Pale Ale (APA),184,Slow Ride,,,,
3018,25.0,IBU,2247,Baltic Porter,184,,Lake Monster,,,
4067,35.0,IBU,2070,Keller Bier / Zwickel Bier,184,Luchesa Lager,,,,
155,40.0,IBU,1767,American Amber / Red Ale,183,,Seventh Son Hopped Red Ale,,,
1330,68.0,IBU,1765,American IPA,183,,Golden Ratio IPA,,,
2087,53.0,IBU,1766,American Pale Ale (APA),183,,Humulus Nimbus Super Pale Ale,,,
2964,40.0,IBU,2250,American Strong Ale,183,,Seventh Son of a Seventh Son,,,
473,25.0,IBU,169,American Blonde Ale,182,,Horny Toad Cerveza (2013),,,
82,35.0,IBU,170,American Amber / Red Ale,182,,Native Amber (2013),,,
180,35.0,IBU,2213,American Amber / Red Ale,182,,Native Amber,,,
1263,100.0,IBU,1442,American IPA,182,,F5 IPA,,,
559,25.0,IBU,2214,American Blonde Ale,182,,Horny Toad Cerveza,,,
2036,45.0,IBU,1194,American Pale Ale (APA),181,Alpha Ale,,,,
2694,25.0,IBU,1195,American Pilsner,181,Wild Wolf American Pilsner,,,,
3101,21.0,IBU,2253,Belgian Pale Ale,181,Blonde Hunny,,,,
1421,73.0,IBU,2254,American IPA,180,,Salamander Slam,,,
4692,22.0,IBU,2255,Winter Warmer,179,,Santa's Secret,,,
2110,60.0,IBU,1979,American Pale Ale (APA),177,Bitter Bitch,,,,
2125,60.0,IBU,2229,American Pale Ale (APA),176,Pride of Texas Pale Ale,,,,
909,80.0,IBU,1929,American Double / Imperial IPA,172,,Second Fiddle,,,
2774,30.0,IBU,1858,American Porter,172,,Hodad Porter,,,
1934,28.0,IBU,76,American Pale Ale (APA),171,Poleeko Gold Pale Ale (2009),,,,
1248,80.0,IBU,1327,American IPA,171,Hop Ottin' IPA,,,,
4650,25.0,IBU,1217,Vienna Lager,171,,El Steinber Dark Lager,,,
1109,80.0,IBU,367,American IPA,171,Hop Ottin' IPA (2011),,,,
1427,60.0,IBU,2292,American IPA,170,Little Sister India Style Session Ale,,,,
1271,80.0,IBU,1504,American IPA,170,Country Boy IPA,,,,
562,25.0,IBU,2293,American Blonde Ale,169,Aviator Raspberry Blonde,,,,
2133,68.0,IBU,2294,American Pale Ale (APA),168,The Power of Zeus,,,,
2705,21.0,IBU,2295,American Pilsner,168,The Golden One,,,,
2044,65.0,IBU,1252,American Pale Ale (APA),166,Dale's Pale Ale,,,,
865,85.0,IBU,806,American Double / Imperial IPA,166,Gordon Imperial Red (2010),,,,
2952,70.0,IBU,585,American Strong Ale,166,HGH (Home Grown Hops): Part Duh,,,,
1429,35.0,IBU,2302,American IPA,166,Pinner Throwback IPA,,,,
3360,35.0,IBU,7,Czech Pilsener,166,Mama's Little Yella Pils,,,,
4358,98.0,IBU,8,Russian Imperial Stout,166,Ten Fidy Imperial Stout,,,,
2058,65.0,IBU,1444,American Pale Ale (APA),166,Dale's Pale Ale,,,,
4568,35.0,IBU,5,Scottish Ale,166,Old Chub,,,,
860,85.0,IBU,726,American Double / Imperial IPA,166,,G'KNIGHT (16 oz.),,,
848,60.0,IBU,391,American Double / Imperial IPA,166,One Hit Wonder,,,,
1926,65.0,IBU,1,American Pale Ale (APA),166,Dale's Pale Ale,,,,
839,100.0,IBU,6,American Double / Imperial IPA,166,GUBNA Imperial IPA,,,,
847,85.0,IBU,388,American Double / Imperial IPA,166,G'KNIGHT (12 oz.),,,,
838,85.0,IBU,4,American Double / Imperial IPA,166,Gordon Ale (2009),,,,
3371,35.0,IBU,1167,Czech Pilsener,166,,,,,Mama's Little Yella Pils
1987,65.0,IBU,755,American Pale Ale (APA),166,Dale's Pale Ale (2011),,,,
1986,65.0,IBU,754,American Pale Ale (APA),166,Dale's Pale Ale (2010),,,,
2004,65.0,IBU,892,American Pale Ale (APA),166,Dale's Pale Ale (10 Year Anniversary),,,,
1996,65.0,IBU,828,American Pale Ale (APA),166,Dale's Pale Ale (2012),,,,
2008,65.0,IBU,955,American Pale Ale (APA),166,,,,,Dale's Pale Ale
3508,26.0,IBU,439,English Dark Mild Ale,165,,Great Crescent Mild Ale,,,
564,22.0,IBU,2303,American Blonde Ale,165,,Beer Agent Re-Ignition,,,
478,22.0,IBU,389,American Blonde Ale,165,,Great Crescent Blonde Ale (2011),,,
2761,33.0,IBU,1269,American Porter,165,,Great Crescent Coconut Porter,,,
4109,25.0,IBU,930,Märzen / Oktoberfest,165,,Great Crescent Oktoberfest Lager,,,
2768,33.0,IBU,1702,American Porter,165,,Bourbon Barrel Aged Coconut Porter,,,
3435,27.0,IBU,1700,Dortmunder / Export Lager,165,,Aurora Lager,,,
540,22.0,IBU,1699,American Blonde Ale,165,,Great Crescent Blonde Ale,,,
1120,60.0,IBU,436,American IPA,165,,Great Crescent IPA (2011),,,
1316,60.0,IBU,1701,American IPA,165,,Great Crescent IPA,,,
2743,33.0,IBU,441,American Porter,165,,Great Crescent Coconut Porter (2012),,,
3430,27.0,IBU,626,Dortmunder / Export Lager,165,,Aurora Lager (2011),,,
2875,65.0,IBU,455,American Stout,165,,Bourbon's Barrel Stout,,,
3588,23.0,IBU,440,Euro Dark Lager,165,,Great Crescent Dark Lager,,,
700,36.0,IBU,649,American Brown Ale,165,,Great Crescent Brown Ale,,,
3576,66.0,IBU,442,English Stout,165,,Great Crescent Stout,,,
825,25.0,IBU,615,American Dark Wheat Ale,165,,Frosted Fields Winter Wheat,,,
4007,28.0,IBU,1552,Kölsch,164,Dog Days Summer Ale,,,,
3483,40.0,IBU,1842,English Brown Ale,164,Original Slacker Ale,,,,
4455,36.0,IBU,2304,Saison / Farmhouse Ale,164,Sundown,,,,
1430,70.0,IBU,2305,American IPA,163,Homefront IPA,,,,
2908,47.0,IBU,2268,American Stout,161,,Pretzel Stout,,,
179,35.0,IBU,2197,American Amber / Red Ale,161,,Rubberneck Red,,,
1108,47.0,IBU,358,American IPA,160,Hop Knot IPA,,,,
4810,21.0,IBU,1635,,160,Kilt Lifter Scottish-Style Ale,,,,
4570,21.0,IBU,179,Scottish Ale,160,Kilt Lifter Scottish-Style Ale (2009),,,,
1363,42.0,IBU,1925,American IPA,159,Trader Session IPA,,,,
1212,82.0,IBU,1089,American IPA,159,Hop Notch IPA (2013),,,,
1319,83.0,IBU,1723,American IPA,159,Hop Nosh IPA,,,,
4526,32.0,IBU,1097,Schwarzbier,159,Organic Baba Black Lager,,,,
356,22.0,IBU,2100,American Amber / Red Lager,159,Yard Sale Winter Lager,,,,
2020,34.0,IBU,1088,American Pale Ale (APA),159,Cutthroat Pale Ale,,,,
2011,29.0,IBU,974,American Pale Ale (APA),159,WYLD Extra Pale Ale,,,,
1431,60.0,IBU,2312,American IPA,157,Camelback,,,,
2138,44.0,IBU,2314,American Pale Ale (APA),156,Wild Trail Pale Ale,,,,
427,71.0,IBU,2313,American Black Ale,156,Mothman Black IPA,,,,
67,24.0,IBU,37,American Amber / Red Ale,155,Ashland Amber Ale,,,,
1432,100.0,IBU,2315,American IPA,155,Hopportunity Knocks IPA,,,,
1990,55.0,IBU,788,American Pale Ale (APA),155,Caldera Pale Ale (2007),,,,
1991,55.0,IBU,789,American Pale Ale (APA),155,Caldera Pale Ale (2005),,,,
1992,55.0,IBU,790,American Pale Ale (APA),155,Caldera Pale Ale (2009),,,,
1080,94.0,IBU,36,American IPA,155,Caldera IPA,,,,
1993,55.0,IBU,791,American Pale Ale (APA),155,Caldera Pale Ale (2010),,,,
1172,94.0,IBU,792,American IPA,155,Caldera IPA (2007),,,,
107,24.0,IBU,794,American Amber / Red Ale,155,Ashland Amber Ale (2009),,,,
2054,55.0,IBU,1419,American Pale Ale (APA),155,Caldera Pale Ale,,,,
1173,94.0,IBU,793,American IPA,155,Caldera IPA (2009),,,,
1928,55.0,IBU,38,American Pale Ale (APA),155,Caldera Pale Ale (2011),,,,
2790,40.0,IBU,2317,American Porter,153,Fivepine Chocolate Porter,,,,
1433,82.0,IBU,2316,American IPA,153,Hoodoo Voodoo IPA,,,,
91,28.0,IBU,494,American Amber / Red Ale,152,Perfect Tin Amber,,,,
1961,37.0,IBU,495,American Pale Ale (APA),152,Voodoo Bengal Pale Ale,,,,
2771,35.0,IBU,1754,American Porter,152,Parade Ground Coffee Porter,,,,
3678,21.0,IBU,1428,Fruit / Vegetable Beer,152,Tin Roof Watermelon Wheat,,,,
1327,60.0,IBU,1755,American IPA,152,Juke Joint IPA,,,,
150,24.0,IBU,1669,American Amber / Red Ale,150,Oakshire Amber Ale,,,,
2899,27.0,IBU,1668,American Stout,150,Overcast Espresso Stout,,,,
1435,70.0,IBU,2331,American IPA,150,Watershed IPA,,,,
1201,70.0,IBU,999,American IPA,150,Watershed IPA (2013),,,,
2139,47.0,IBU,2329,American Pale Ale (APA),149,Peacemaker Pale Ale,,,,
744,30.0,IBU,2326,American Brown Ale,149,Sweet Josie,,,,
3137,72.0,IBU,2335,Belgian Strong Dark Ale,148,Perpetual Darkness,,,,
4551,29.0,IBU,2334,Scotch Ale / Wee Heavy,148,Clan Warrior,,,,
2792,36.0,IBU,2333,American Porter,148,Psycho Penguin Vanilla Porter,,,,
13,43.0,IBU,2339,Altbier,144,Little Red Cap,,,,
3307,22.0,IBU,580,Cream Ale,143,,Narragansett Cream Ale,,,
3776,35.0,IBU,1291,German Pilsener,143,,Narragansett Bohemian Pilsner,,,
2702,30.0,IBU,2224,American Pilsner,143,,Bohemian Pils,,,
4185,30.0,IBU,1775,Milk / Sweet Stout,143,,Autocrat Coffee Milk Stout,,,
2740,22.0,IBU,316,American Porter,143,,Narragansett Porter,,,
2530,24.0,IBU,1093,American Pale Wheat Ale,143,Narragansett Summer Ale,,,,
2503,24.0,IBU,403,American Pale Wheat Ale,143,,Narragansett Summer Ale,,,
3194,32.0,IBU,315,Bock,143,,Narragansett Bock,,,
1381,65.0,IBU,2014,American IPA,141,Operation Homefront,,,,
1136,70.0,IBU,546,American IPA,141,Jai Alai IPA,,,,
3477,25.0,IBU,1138,English Brown Ale,141,Maduro Brown Ale,,,,
1219,70.0,IBU,1141,American IPA,141,Jai Alai IPA Aged on White Oak,,,,
1321,60.0,IBU,1726,American IPA,141,Hopped on the High Seas (Hop #529),,,,
698,25.0,IBU,571,American Brown Ale,141,Maduro Brown Ale,,,,
1320,60.0,IBU,1725,American IPA,141,Hopped on the High Seas (Calypso),,,,
1313,60.0,IBU,1694,American IPA,141,Dry-Hopped On The High Seas Caribbean-Style IPA,,,,
1312,60.0,IBU,1693,American IPA,141,Hopped on the High Seas (Citra),,,,
1311,60.0,IBU,1692,American IPA,141,Hopped on the High Seas (Ahtanum),,,,
422,65.0,IBU,2013,American Black Ale,141,Wandering Pelican,,,,
2758,65.0,IBU,1140,American Porter,141,José Martí American Porter,,,,
1220,70.0,IBU,1142,American IPA,141,Humidor Series India Pale Ale,,,,
98,75.0,IBU,569,American Amber / Red Ale,141,Tocobaga Red Ale,,,,
3199,25.0,IBU,2349,Bock,141,Cubano Espresso,,,,
184,32.0,IBU,2350,American Amber / Red Ale,140,Oklahoma Suks,,,,
2136,42.0,IBU,2301,American Pale Ale (APA),140,Power & Light,,,,
4743,27.0,IBU,1904,Witbier,140,White Rabbit ,,,,
2140,49.0,IBU,2352,American Pale Ale (APA),138,Extra Pale Ale,,,,
1977,68.0,IBU,711,American Pale Ale (APA),135,Over the Rail Pale Ale,,,,
3380,21.0,IBU,1461,Czech Pilsener,135,Peacemaker Pilsner,,,,
3362,21.0,IBU,188,Czech Pilsener,135,Pallavicini Pilsner (2009),,,,
152,80.0,IBU,1745,American Amber / Red Ale,133,,Mississippi Fire Ant,,,
3618,45.0,IBU,2320,Extra Special / Strong Bitter (ESB),133,Jack the Sipper,,,,
1438,65.0,IBU,2346,American IPA,133,,Sinister Minister Black IPA,,,
4255,40.0,IBU,1120,Oatmeal Stout,133,,Hipster Breakfast,,,
1439,72.0,IBU,2362,American IPA,133,,2014 IPA Cicada Series,,,
2026,60.0,IBU,1117,American Pale Ale (APA),133,,Devil's Harvest Extra Pale Ale,,,
2134,60.0,IBU,2297,American Pale Ale (APA),133,Devil's Harvest Extra Pale Ale,,,,
3224,28.0,IBU,2341,Chile Beer,132,L'il Lucy's Hot Pepper Ale,,,,
1437,89.0,IBU,2343,American IPA,132,O’Malley’s IPA,,,,
1939,33.0,IBU,140,American Pale Ale (APA),131,Point Cascade Pale Ale,,,,
2130,33.0,IBU,2270,American Pale Ale (APA),131,Point Cascade Pale Ale (2013),,,,
1401,64.0,IBU,2150,American IPA,131,Beyond The Pale IPA,,,,
694,32.0,IBU,357,American Brown Ale,131,2012 Black Ale,,,,
3770,52.0,IBU,1091,German Pilsener,128,Hans' Pils (2015),,,,
541,21.0,IBU,1718,American Blonde Ale,128,Firemans #4 Blonde Ale (2013),,,,
420,85.0,IBU,1861,American Black Ale,128,BLAKKR,,,,
4752,25.0,IBU,2211,Witbier,128,White (2015),,,,
501,21.0,IBU,830,American Blonde Ale,128,Firemans #4 Blonde Ale (2015),,,,
511,50.0,IBU,1086,American Blonde Ale,128,Four Squared (2015),,,,
4432,25.0,IBU,1202,Saison / Farmhouse Ale,127,,Farmhouse Wit,,,
1188,70.0,IBU,943,American IPA,127,Deep Ellum IPA,,,,
922,100.0,IBU,2166,American Double / Imperial IPA,127,Dream Crusher Double IPA,,,,
742,33.0,IBU,2251,American Brown Ale,127,Oak Cliff Coffee Ale,,,,
506,23.0,IBU,946,American Blonde Ale,127,Dallas Blonde,,,,
4164,25.0,IBU,2367,Maibock / Helles Bock,126,,Humbucker Helles,,,
1441,75.0,IBU,2372,American IPA,126,,The Green Room,,,
4115,25.0,IBU,1458,Märzen / Oktoberfest,125,Karbachtoberfest,,,,
2068,40.0,IBU,1557,American Pale Ale (APA),125,Weekend Warrior Pale Ale,,,,
338,45.0,IBU,465,American Amber / Red Lager,125,Sympathy for the Lager,,,,
856,85.0,IBU,666,American Double / Imperial IPA,125,Rodeo Clown Double IPA,,,,
1121,70.0,IBU,463,American IPA,125,Hopadillo India Pale Ale,,,,
4203,25.0,IBU,1560,Munich Dunkel Lager,125,Mother in Lager,,,,
4309,25.0,IBU,2142,Pumpkin Ale,124,,Screamin’ Pumpkin,,,
173,25.0,IBU,2140,American Amber / Red Ale,124,,El Rojo,,,
2119,35.0,IBU,2138,American Pale Ale (APA),124,,Grind Line,,,
1379,55.0,IBU,2007,American IPA,124,Norm's Gateway IPA,,,,
3386,35.0,IBU,2141,Czech Pilsener,124,,Grand Trunk Bohemian Pils,,,
10,40.0,IBU,1248,Altbier,122,Main St. Virginia Ale,,,,
15,40.0,IBU,2377,Altbier,122,Main St. Virginia Ale,,,,
355,24.0,IBU,1839,American Amber / Red Lager,122,Chin Music Amber Lager,,,,
2042,42.0,IBU,1247,American Pale Ale (APA),122,Ray Ray’s Pale Ale,,,,
1442,58.0,IBU,2380,American IPA,121,,IPA #11,,,
334,25.0,IBU,91,American Amber / Red Lager,119,Steam Engine Lager,,,,
2141,65.0,IBU,2386,American Pale Ale (APA),119,Third Eye Enlightened Pale Ale,,,,
1087,65.0,IBU,90,American IPA,119,Third Eye Pale Ale,,,,
4284,40.0,IBU,1010,Old Ale,118,Old Potentate,,,,
3180,23.0,IBU,555,Bière de Garde,118,Le Mort Vivant (2011),,,,
871,110.0,IBU,1011,American Double / Imperial IPA,118,Red Cockaded Ale (2013),,,,
889,100.0,IBU,1497,American Double / Imperial IPA,118,Valkyrie Double IPA,,,,
2142,45.0,IBU,2387,American Pale Ale (APA),118,Pine Belt Pale Ale,,,,
899,110.0,IBU,1728,American Double / Imperial IPA,118,Red Cockaded Ale,,,,
3646,50.0,IBU,46,Foreign / Export Stout,118,Buried Hatchet Stout,,,,
867,100.0,IBU,853,American Double / Imperial IPA,118,PRO-AM (2012) (2012),,,,
3184,23.0,IBU,1740,Bière de Garde,118,Le Mort Vivant,,,,
1929,45.0,IBU,45,American Pale Ale (APA),118,,Pine Belt Pale Ale,,,
2143,36.0,IBU,2402,American Pale Ale (APA),117,Klickitat Pale Ale,,,,
927,103.0,IBU,2401,American Double / Imperial IPA,117,Yellow Wolf Imperial IPA,,,,
2710,22.0,IBU,2404,American Pilsner,116,Hop in the ‘Pool Helles,,,,
2444,62.0,IBU,2189,American Pale Lager,116,In-Tents India Pale Lager,,,,
1434,60.0,IBU,2323,American IPA,116,Ultra Gnar Gnar IPA,,,,
3592,45.0,IBU,2187,Euro Dark Lager,116,Celestial Meridian Cascadian Dark Lager,,,,
1443,88.0,IBU,2407,American IPA,115,Rule G IPA,,,,
4457,33.0,IBU,2405,Saison / Farmhouse Ale,115,Alter Ego ,,,,
186,35.0,IBU,2406,American Amber / Red Ale,115,Murphy's Law,,,,
2102,44.0,IBU,1896,American Pale Ale (APA),112,Aftermath Pale Ale,,,,
1357,35.0,IBU,1898,American IPA,112,Blackmarket Rye IPA,,,,
3328,21.0,IBU,2413,Cream Ale,111,Cali Creamin',,,,
1150,100.0,IBU,636,American IPA,110,,Ryeteous Rye IPA (2012),,,
1226,100.0,IBU,1176,American IPA,110,,Redacted Rye IPA,,,
510,25.0,IBU,1005,American Blonde Ale,110,,5:00 O'Clock Afternoon Ale,,,
4365,60.0,IBU,1581,Russian Imperial Stout,110,Hammer & Sickle,,,,
2144,40.0,IBU,2414,American Pale Ale (APA),110,Consilium,,,,
870,100.0,IBU,1006,American Double / Imperial IPA,110,Elevation Triple India Pale Ale,,,,
1446,82.0,IBU,2417,American IPA,109,4000 Footer IPA,,,,
4119,26.0,IBU,1613,Märzen / Oktoberfest,107,Gyptoberfest,,,,
1448,72.0,IBU,2422,American IPA,107,Firestarter India Pale Ale,,,,
